customer_id,card_type,products_count,mnths_with_bank,mnths_inactive_last_year,contacts_last_year,education,martial_status,gender,earnings_bucket,age,family_size,cc_limit,trans_amount,trans_count,amount_change,count_change,revolving_balance,open_to_buy_cl,util_ratio,TARGET
718921683,Blue,6,38.0,6,3,Unknown,Married,M,$80K - $120K,49,4,9738.0,4816.0,49.0,0.763,0.885,1835,7903.0,0.188,0
778433283,Blue,3,31.0,3,3,High School,Married,M,$60K - $80K,51,3,8989.0,2031.0,53.0,0.47,1.038,0,8989.0,0.0,1
713389233,Silver,3,36.0,2,2,High School,Single,F,Unknown,49,3,31631.0,3418.0,58.0,0.632,0.758,0,31631.0,0.0,0
720950283,Blue,3,34.0,3,3,High School,Married,M,$80K - $120K,47,3,21359.0,2064.0,63.0,0.551,0.853,0,21359.0,0.0,1
711397533,Blue,4,41.0,2,2,High School,Married,F,Less than $40K,52,2,5616.0,3410.0,62.0,0.9620000000000001,0.59,2410,3206.0,0.429,0
720917808,Blue,5,36.0,3,4,High School,Single,M,$40K - $60K,0,2,2100.0,2623.0,74.0,0.764,1.114,950,1150.0,0.452,0
709236633,Blue,3,28.0,1,3,Uneducated,Divorced,F,$40K - $60K,40,3,6608.0,4033.0,58.0,0.75,0.657,2270,4338.0,0.344,0
713906508,Blue,6,36.0,3,3,Unknown,Single,F,Less than $40K,200,3,2837.0,3892.0,69.0,0.42700000000000005,0.408,834,2003.0,0.294,0
715196508,Blue,5,35.0,3,2,Graduate,Married,M,$40K - $60K,45,3,3538.0,4123.0,74.0,0.653,0.762,0,3538.0,0.0,0
771502383,Blue,3,42.0,5,4,High School,Married,F,Less than $40K,54,1,2474.0,4884.0,80.0,0.649,0.509,1539,935.0,0.622,0
714516783,Silver,4,36.0,3,1,Graduate,Divorced,F,Less than $40K,54,0,12547.0,3360.0,56.0,1.12,0.75,1378,11169.0,0.11,0
714912408,Blue,3,37.0,1,1,Uneducated,Married,M,$80K - $120K,45,2,32275.0,14917.0,88.0,0.841,0.7959999999999999,1845,30430.0,0.057,0
760104333,Silver,6,,2,2,Graduate,Married,F,Less than $40K,43,3,11392.0,3246.0,63.0,0.821,0.703,0,11392.0,0.0,0
798777708,Blue,2,48.0,4,1,High School,Single,F,$40K - $60K,200,4,3089.0,5237.0,75.0,1.01,0.8290000000000001,1177,1912.0,0.381,0
708948483,Silver,2,36.0,3,1,Graduate,Married,M,$80K - $120K,54,3,34516.0,8444.0,68.0,0.838,0.7440000000000001,761,33755.0,0.022000000000000002,1
709161108,Blue,3,33.0,2,4,Unknown,Single,M,$60K - $80K,200,1,2540.0,1531.0,31.0,0.212,0.107,0,2540.0,0.0,1
816761433,Blue,5,31.0,2,3,College,Single,M,$80K - $120K,36,2,5821.0,5291.0,96.0,0.688,0.684,764,5057.0,0.131,0
719944458,Blue,2,36.0,3,1,High School,Single,M,$40K - $60K,29,0,4023.0,12510.0,96.0,0.69,0.92,1437,2586.0,0.35700000000000004,0
712840608,Blue,6,43.0,2,3,Uneducated,Married,F,Less than $40K,55,2,2736.0,4078.0,85.0,1.06,0.977,993,1743.0,0.363,0
809811858,Blue,3,38.0,3,2,High School,Unknown,M,$80K - $120K,43,5,1504.0,2530.0,43.0,0.987,0.344,0,1504.0,0.0,1
708469533,Blue,6,34.0,3,2,Unknown,Married,F,Unknown,42,3,5395.0,3523.0,79.0,0.7809999999999999,0.7170000000000001,1439,3956.0,0.267,0
711982383,Blue,3,49.0,3,2,Graduate,Single,M,$60K - $80K,62,1,21805.0,4694.0,79.0,0.519,0.41100000000000003,1777,20028.0,0.081,0
779027733,Blue,6,34.0,2,2,Unknown,Single,F,Less than $40K,53,4,6721.0,3718.0,51.0,0.79,0.759,1115,5606.0,0.166,0
717714633,Gold,4,38.0,3,4,Uneducated,Married,M,$120K +,49,3,14938.0,15277.0,131.0,0.737,0.7240000000000001,0,14938.0,0.0,0
718976283,Blue,3,36.0,2,2,Unknown,Single,F,Less than $40K,51,2,1858.0,4388.0,66.0,0.611,0.535,1071,787.0,0.5760000000000001,0
714133158,Blue,2,36.0,3,3,College,Single,F,Unknown,59,1,4224.0,1152.0,31.0,0.852,0.8240000000000001,1305,2919.0,0.309,0
717699408,Blue,3,36.0,3,3,,Married,F,Unknown,51,3,2886.0,4884.0,89.0,0.841,0.618,2517,369.0,0.872,0
719415858,Blue,6,15.0,3,2,College,Divorced,M,Unknown,29,0,3107.0,2460.0,71.0,0.6609999999999999,0.69,1720,1387.0,0.5539999999999999,0
780019908,Blue,6,43.0,3,2,Graduate,Single,F,Less than $40K,53,1,2172.0,4657.0,82.0,0.6729999999999999,0.907,644,1528.0,0.297,0
710359458,Blue,5,36.0,1,3,Graduate,Married,F,$40K - $60K,50,1,2560.0,4456.0,70.0,0.995,0.522,1807,753.0,0.706,0
719887008,Blue,5,36.0,4,3,Graduate,Married,F,Less than $40K,38,3,1757.0,4121.0,81.0,0.879,0.42100000000000004,1352,405.0,0.769,0
754886958,Blue,4,41.0,1,3,College,Divorced,F,$40K - $60K,48,3,9336.0,1391.0,39.0,0.696,0.625,1672,7664.0,0.179,0
779498058,Blue,5,21.0,3,3,Graduate,Married,M,$80K - $120K,39,2,3281.0,2006.0,34.0,0.799,0.545,1272,2009.0,0.38799999999999996,0
788920308,Blue,3,37.0,2,1,High School,Married,F,Less than $40K,51,2,2258.0,4368.0,75.0,0.611,0.596,1250,1008.0,0.5539999999999999,0
713437008,Blue,1,25.0,2,3,Graduate,Married,F,Unknown,40,3,6888.0,9038.0,64.0,1.0590000000000002,0.8290000000000001,1878,5010.0,0.273,1
708688608,Blue,5,48.0,3,1,High School,Married,F,Less than $40K,62,1,3140.0,1626.0,41.0,1.3459999999999999,0.8640000000000001,1985,1155.0,0.632,0
718415133,Blue,6,,1,3,Uneducated,Married,M,$80K - $120K,38,1,11352.0,1601.0,34.0,1.324,1.125,0,11352.0,0.0,0
790119408,Blue,5,41.0,3,2,Uneducated,Married,F,Less than $40K,48,3,4960.0,2430.0,,0.882,0.5479999999999999,0,4960.0,0.0,1
806694333,Blue,1,39.0,1,1,Unknown,Married,F,Less than $40K,44,4,2771.0,8268.0,73.0,0.841,0.698,1779,992.0,0.642,0
709214358,Blue,3,30.0,3,2,Graduate,Divorced,F,Unknown,39,3,2420.0,1362.0,24.0,0.731,0.7140000000000001,1422,998.0,0.588,0
713637783,Blue,5,31.0,2,0,Graduate,Married,F,Unknown,44,3,24936.0,,38.0,0.716,0.727,2053,22883.0,0.08199999999999999,0
780097533,Blue,4,33.0,1,2,Doctorate,Divorced,M,$80K - $120K,48,3,10292.0,15148.0,111.0,0.6559999999999999,0.79,0,10292.0,0.0,0
778755858,Blue,5,27.0,1,3,Graduate,Unknown,M,$80K - $120K,46,3,3665.0,1881.0,55.0,0.495,0.618,1725,1940.0,0.47100000000000003,0
710129283,Blue,4,26.0,3,1,Uneducated,Married,F,Unknown,45,4,16317.0,2944.0,71.0,0.742,0.972,0,16317.0,0.0,0
719934783,Blue,4,27.0,2,2,Doctorate,Married,M,$80K - $120K,43,3,3676.0,14651.0,105.0,0.629,0.78,673,3003.0,0.183,0
794217108,Blue,6,,3,1,College,Single,M,$120K +,43,2,14315.0,3694.0,67.0,0.6809999999999999,0.718,1348,12967.0,0.094,0
716068683,Blue,3,36.0,3,3,Uneducated,Divorced,M,Unknown,28,0,16766.0,3093.0,77.0,1.042,0.878,1535,15231.0,0.092,0
767197983,Blue,1,45.0,1,1,High School,Single,F,Less than $40K,52,2,4209.0,5938.0,83.0,0.856,0.6940000000000001,0,4209.0,0.0,0
715416633,Blue,4,36.0,1,2,Unknown,Married,M,$80K - $120K,54,1,6175.0,1847.0,59.0,0.7090000000000001,0.405,960,5215.0,0.155,0
712914783,Blue,4,31.0,1,2,Graduate,Single,M,$40K - $60K,43,5,7564.0,4743.0,82.0,0.61,0.8220000000000001,0,7564.0,0.0,0
713804883,Blue,3,37.0,2,2,Post-Graduate,Single,F,Less than $40K,46,4,1836.0,1799.0,28.0,0.32299999999999995,0.16699999999999998,0,1836.0,0.0,1
714043833,Blue,5,36.0,2,4,Graduate,Single,F,Less than $40K,37,3,3685.0,3016.0,85.0,0.9740000000000001,0.809,1396,2289.0,0.379,0
757786608,Blue,2,24.0,3,2,Post-Graduate,Single,M,$80K - $120K,33,2,4178.0,16216.0,107.0,0.815,0.8140000000000001,2463,1715.0,0.59,0
796330983,Blue,3,35.0,1,4,Graduate,Single,F,Less than $40K,41,4,2138.0,4785.0,85.0,0.645,0.518,1283,855.0,0.6,0
713356833,Blue,3,43.0,1,4,Graduate,Married,M,$80K - $120K,52,1,3710.0,1578.0,34.0,1.541,0.7,2517,1193.0,0.6779999999999999,0
717971208,Blue,3,28.0,3,2,Graduate,Single,F,Less than $40K,39,5,2077.0,3647.0,69.0,0.59,0.917,0,2077.0,0.0,0
717340608,Gold,1,39.0,1,2,High School,Single,F,Unknown,51,3,34516.0,7703.0,104.0,0.629,0.677,1873,32643.0,0.054000000000000006,0
715279683,Blue,5,36.0,1,4,Uneducated,Married,F,$40K - $60K,52,2,1438.3,1679.0,39.0,0.529,0.5,0,1438.3,0.0,0
789903708,Blue,6,35.0,3,2,Uneducated,Single,F,$40K - $60K,45,2,4505.0,3968.0,68.0,0.604,0.619,1562,2943.0,0.34700000000000003,0
717545808,Blue,3,32.0,1,2,Post-Graduate,Single,F,Less than $40K,44,4,2900.0,4549.0,70.0,0.667,0.75,1987,913.0,0.685,0
795573333,Blue,6,35.0,2,1,High School,Married,M,$80K - $120K,41,3,8376.0,4142.0,67.0,0.888,0.634,1165,7211.0,0.139,0
793473033,Blue,3,45.0,2,3,Graduate,Single,M,$60K - $80K,51,1,3228.0,1349.0,33.0,0.9490000000000001,1.357,2517,711.0,0.78,0
717237708,Blue,3,38.0,3,5,Post-Graduate,Single,M,$60K - $80K,54,2,14265.0,3982.0,58.0,0.847,0.871,1878,12387.0,0.132,0
716549058,Blue,3,36.0,1,3,Uneducated,Married,F,$40K - $60K,45,4,3111.0,1998.0,41.0,1.6119999999999999,0.46399999999999997,2290,821.0,0.736,0
816832383,Blue,3,56.0,2,2,High School,Single,F,Less than $40K,61,1,3421.0,6932.0,75.0,0.659,0.7440000000000001,2266,1155.0,0.662,0
720991833,Blue,4,36.0,3,4,Doctorate,Married,F,Less than $40K,0,2,2514.0,2603.0,53.0,0.8420000000000001,0.606,2090,424.0,0.831,1
790186458,Blue,3,39.0,1,0,Uneducated,Single,M,$80K - $120K,45,3,17996.0,1589.0,30.0,0.597,0.667,864,17132.0,0.048,0
719677758,Blue,2,36.0,1,3,Unknown,Married,F,$40K - $60K,39,1,10830.0,8814.0,88.0,0.907,0.725,2184,8646.0,0.20199999999999999,0
717094758,Blue,5,29.0,3,1,Post-Graduate,Married,F,Unknown,40,4,8823.0,4453.0,84.0,0.812,0.787,0,8823.0,0.0,0
711242058,Blue,1,36.0,3,1,,Single,M,$80K - $120K,48,4,11862.0,643.0,16.0,0.7659999999999999,0.231,2517,9345.0,0.212,1
721338783,Blue,3,36.0,2,3,Uneducated,Married,F,Unknown,49,4,13483.0,3427.0,72.0,0.733,0.6,2517,10966.0,0.187,0
718428033,Blue,6,41.0,2,1,Graduate,Single,F,Less than $40K,55,4,4430.0,3395.0,70.0,0.752,0.628,1543,2887.0,0.348,0
721104708,Blue,1,36.0,3,1,Post-Graduate,Single,F,Less than $40K,200,3,2067.0,3033.0,,0.91,0.708,1966,101.0,0.951,1
710244108,Gold,3,34.0,1,3,College,Married,M,$60K - $80K,44,3,34516.0,13967.0,101.0,0.774,0.7120000000000001,1543,32973.0,0.045,0
709383933,Blue,2,18.0,1,3,Unknown,Unknown,,$80K - $120K,31,2,4246.0,8102.0,66.0,0.951,0.8859999999999999,2517,1729.0,0.593,1
716170308,Blue,5,36.0,1,0,Graduate,Divorced,F,Unknown,27,0,13439.0,4715.0,86.0,0.9359999999999999,0.72,2003,11436.0,0.149,0
796990908,Silver,5,29.0,3,2,Post-Graduate,Single,M,$80K - $120K,35,3,34516.0,2227.0,61.0,1.068,1.103,1872,32644.0,0.054000000000000006,0
793712658,Blue,4,46.0,2,3,Graduate,Married,M,$80K - $120K,52,3,15011.0,1821.0,36.0,0.713,0.385,2517,12494.0,0.168,1
712181658,Blue,4,36.0,3,1,Graduate,Single,F,$40K - $60K,37,2,2407.0,4983.0,86.0,0.62,0.755,1552,855.0,0.645,0
720326733,Blue,2,47.0,3,1,Graduate,Single,M,$120K +,55,2,16258.0,3761.0,58.0,0.623,0.657,865,15393.0,0.053,0
711847833,Blue,2,32.0,2,2,Graduate,Single,F,Less than $40K,42,2,1933.0,4833.0,71.0,0.705,0.69,1127,806.0,0.583,0
767958933,Silver,3,34.0,2,1,College,Married,M,$40K - $60K,40,4,15471.0,3993.0,77.0,0.6509999999999999,0.674,1291,14180.0,0.083,0
710723958,Blue,5,32.0,1,1,Uneducated,Single,F,Unknown,43,3,1438.3,5016.0,86.0,0.494,0.593,491,947.3,0.341,0
716216958,Blue,6,42.0,1,1,Uneducated,Married,M,$60K - $80K,48,1,4429.0,4386.0,63.0,0.688,0.537,883,3546.0,0.19899999999999998,0
718665033,Silver,2,36.0,3,4,Doctorate,Single,M,$60K - $80K,44,5,34140.0,8177.0,76.0,0.877,0.52,0,34140.0,0.0,1
713919183,Blue,5,39.0,3,4,Unknown,Married,M,$80K - $120K,50,3,13824.0,4630.0,74.0,0.522,0.644,1582,12242.0,0.114,0
768460908,Blue,3,53.0,3,3,Graduate,Single,M,$40K - $60K,59,1,6035.0,1551.0,32.0,0.361,0.6,1392,4643.0,0.231,0
772271508,Blue,2,35.0,3,3,Uneducated,Single,,Unknown,46,3,1706.0,2320.0,42.0,0.726,0.44799999999999995,0,1706.0,0.0,1
787261008,Blue,4,37.0,3,4,Post-Graduate,Unknown,M,$60K - $80K,43,1,4112.0,4446.0,75.0,0.5870000000000001,0.667,1128,2984.0,0.27399999999999997,0
715294083,Blue,2,38.0,3,2,College,Single,M,$80K - $120K,46,2,10309.0,1760.0,40.0,0.451,0.6,0,10309.0,0.0,1
737971833,Blue,6,31.0,3,3,Graduate,Married,M,$60K - $80K,38,1,2405.0,2503.0,40.0,1.156,0.667,1553,852.0,0.6459999999999999,0
789666333,Blue,2,24.0,3,2,Graduate,Single,M,$60K - $80K,39,2,21679.0,15581.0,115.0,0.745,0.797,1073,20606.0,0.049,0
710310108,Blue,3,29.0,3,2,,Married,F,Less than $40K,46,1,2406.0,4665.0,89.0,0.624,0.816,1705,701.0,0.7090000000000001,0
710218233,Blue,4,35.0,3,3,High School,Single,F,$40K - $60K,43,3,2297.0,3161.0,65.0,0.591,0.711,1044,1253.0,0.455,0
721126833,Blue,5,41.0,2,3,High School,Married,M,$80K - $120K,51,2,14902.0,2038.0,39.0,0.312,0.625,0,14902.0,0.0,1
714493983,Blue,5,47.0,2,2,Graduate,Married,F,$40K - $60K,57,2,4682.0,4322.0,83.0,0.638,0.6940000000000001,1010,3672.0,0.21600000000000003,0
719973033,Blue,5,37.0,5,2,Unknown,Married,F,Less than $40K,49,1,3208.0,4531.0,86.0,0.9229999999999999,0.83,0,3208.0,0.0,0
720887058,Blue,1,35.0,2,3,Unknown,Married,F,Unknown,51,1,3668.0,4753.0,87.0,0.655,0.812,0,3668.0,0.0,0
780707733,Blue,3,30.0,3,2,,Married,M,$80K - $120K,41,1,34516.0,6832.0,87.0,0.703,0.706,2109,32407.0,0.061,0
779765058,Blue,6,31.0,1,1,Unknown,Single,M,$40K - $60K,43,2,9662.0,3817.0,70.0,0.679,0.489,817,8845.0,0.085,0
780383358,Blue,6,38.0,1,0,Graduate,Married,M,$60K - $80K,48,3,5649.0,4683.0,72.0,1.077,0.946,748,4901.0,0.132,0
820036533,Blue,2,45.0,1,3,Unknown,Married,M,$80K - $120K,50,4,34516.0,7223.0,87.0,0.693,0.611,1466,33050.0,0.042,0
717835908,Blue,3,22.0,3,3,Post-Graduate,Married,M,$80K - $120K,33,2,1438.3,2730.0,48.0,1.5419999999999998,0.778,681,757.3,0.473,0
709467183,Blue,3,40.0,3,2,Graduate,Married,M,$60K - $80K,56,3,20501.0,15162.0,99.0,0.779,0.6779999999999999,561,19940.0,0.027000000000000003,0
716128083,Blue,5,36.0,2,3,High School,Married,M,$40K - $60K,56,2,3295.0,1191.0,34.0,0.599,0.545,2002,1293.0,0.608,0
714581358,Blue,3,43.0,3,4,Graduate,Single,F,Less than $40K,48,3,1502.0,2204.0,36.0,0.529,0.44,0,1502.0,0.0,1
721501308,Blue,6,33.0,3,1,High School,Single,M,Less than $40K,0,3,7015.0,4410.0,70.0,0.9570000000000001,0.591,918,6097.0,0.131,0
780040758,Blue,5,24.0,3,2,College,Married,F,$40K - $60K,40,4,2606.0,1999.0,50.0,0.703,1.1740000000000002,1818,788.0,0.698,0
708866133,Blue,2,32.0,1,2,Graduate,Married,M,$80K - $120K,43,3,4196.0,14545.0,116.0,0.537,0.841,1331,2865.0,0.317,0
709513458,Blue,3,36.0,2,2,High School,Unknown,M,$60K - $80K,49,3,9551.0,3213.0,52.0,1.675,1.476,1833,7718.0,0.192,0
811705233,Blue,6,40.0,4,3,Unknown,Single,M,$40K - $60K,45,2,7037.0,4099.0,71.0,0.583,0.69,0,7037.0,0.0,0
785285883,Blue,6,43.0,3,4,Graduate,Single,F,Less than $40K,49,3,1675.0,,53.0,0.76,0.71,0,1675.0,0.0,1
711999783,Blue,4,31.0,2,2,Uneducated,Married,M,$80K - $120K,41,3,4740.0,1406.0,23.0,0.47200000000000003,0.5329999999999999,1348,3392.0,0.284,0
717759783,Blue,1,34.0,3,2,Unknown,Single,F,Unknown,47,4,5756.0,5298.0,72.0,0.708,0.7140000000000001,860,4896.0,0.149,0
718215033,Blue,6,36.0,2,4,Unknown,Married,F,Less than $40K,54,3,2556.0,1401.0,30.0,0.48700000000000004,0.579,2260,296.0,0.884,0
720188508,Blue,3,25.0,2,4,Graduate,Single,M,$60K - $80K,43,4,13193.0,4071.0,64.0,0.6709999999999999,0.73,1749,11444.0,0.133,0
711607833,Blue,5,36.0,2,1,High School,Married,M,$60K - $80K,43,5,2810.0,4875.0,97.0,0.8590000000000001,0.764,2384,426.0,0.848,0
710930508,Blue,5,36.0,2,0,Uneducated,Single,M,$60K - $80K,37,3,22352.0,1350.0,24.0,3.355,1.182,2517,19835.0,0.113,0
803833608,Silver,4,33.0,1,3,Uneducated,Single,M,$40K - $60K,40,3,21308.0,1322.0,38.0,0.44799999999999995,0.652,564,20744.0,0.026000000000000002,0
708498033,Blue,3,36.0,4,6,Unknown,Married,F,Less than $40K,44,3,2279.0,2789.0,,0.853,0.677,1837,442.0,0.8059999999999999,1
713738883,Blue,6,36.0,2,3,,Married,F,Less than $40K,57,3,3136.0,1260.0,34.0,0.591,0.889,1422,1714.0,0.45299999999999996,0
709198158,Blue,6,36.0,2,0,Graduate,Single,F,Less than $40K,50,4,3125.0,1631.0,46.0,0.41200000000000003,0.5329999999999999,1928,1197.0,0.617,0
816850458,Blue,6,28.0,2,4,Unknown,Married,M,$60K - $80K,33,2,1698.0,,40.0,0.823,0.379,0,1698.0,0.0,1
716860233,Blue,3,39.0,3,0,Uneducated,Married,F,Less than $40K,51,3,8148.0,4124.0,87.0,0.8190000000000001,0.8909999999999999,701,7447.0,0.086,0
713452533,Blue,6,22.0,3,3,Graduate,Single,F,Less than $40K,35,4,1438.3,3427.0,64.0,0.512,0.8290000000000001,0,1438.3,0.0,0
711553308,Blue,3,48.0,1,3,Graduate,Single,M,$40K - $60K,60,1,1438.3,4542.0,88.0,0.7709999999999999,0.833,750,688.3,0.521,0
716920908,Blue,6,42.0,1,0,High School,Married,M,$80K - $120K,52,4,5738.0,1922.0,48.0,1.5190000000000001,0.655,1112,4626.0,0.19399999999999998,0
768212583,Blue,4,43.0,4,4,Graduate,Married,M,$60K - $80K,49,2,15377.0,1848.0,49.0,0.627,1.042,1516,13861.0,0.099,0
711861258,Blue,3,36.0,2,3,Uneducated,Single,F,Less than $40K,65,1,4182.0,4046.0,57.0,0.691,0.629,0,4182.0,0.0,0
789744033,Blue,4,38.0,1,1,Graduate,Single,M,$80K - $120K,50,2,19999.0,3183.0,69.0,0.987,0.5,1007,18992.0,0.05,0
816533733,Blue,5,45.0,2,2,Unknown,Married,M,$80K - $120K,50,1,33951.0,1567.0,44.0,0.8220000000000001,0.467,0,33951.0,0.0,0
715803933,Blue,4,36.0,2,2,Post-Graduate,Single,,$60K - $80K,47,1,9090.0,4422.0,65.0,0.64,0.585,1371,7719.0,0.151,0
708804633,Blue,1,36.0,2,2,Doctorate,Divorced,F,Less than $40K,44,2,1916.0,2888.0,39.0,1.041,0.444,0,1916.0,0.0,1
772118583,Blue,6,32.0,2,2,Uneducated,Married,F,Less than $40K,43,1,2667.0,4596.0,85.0,0.8059999999999999,0.574,1590,1077.0,0.596,0
788519958,Blue,6,50.0,5,2,Graduate,Single,F,Less than $40K,57,2,1438.3,4815.0,62.0,0.693,0.6759999999999999,876,562.3,0.609,0
812801958,Blue,5,50.0,3,4,Unknown,Married,F,Less than $40K,55,1,3566.0,2425.0,54.0,0.903,0.8,1401,2165.0,0.39299999999999996,0
779486433,Blue,3,28.0,2,3,Unknown,Single,F,Less than $40K,46,5,2424.0,4209.0,76.0,0.613,0.767,2169,255.0,0.895,0
780032208,Blue,5,,3,3,Graduate,Married,M,$60K - $80K,44,3,14201.0,2223.0,47.0,0.574,0.679,0,14201.0,0.0,1
789920883,Blue,3,36.0,3,4,Graduate,Single,F,Unknown,45,3,11189.0,2959.0,58.0,2.041,1.2309999999999999,2517,8672.0,0.225,0
714243408,Blue,4,36.0,6,2,Graduate,Single,F,Unknown,46,2,2042.0,4917.0,73.0,0.7959999999999999,0.973,1359,683.0,0.6659999999999999,0
716855058,Blue,5,38.0,2,4,Graduate,Married,F,Less than $40K,49,4,1757.0,2557.0,45.0,0.89,0.406,0,1757.0,0.0,1
779749908,Gold,2,33.0,2,3,College,Married,M,$60K - $80K,48,4,34516.0,1350.0,32.0,0.722,0.455,2061,32455.0,0.06,0
713184858,Blue,4,50.0,3,4,High School,Single,F,Less than $40K,58,2,1438.3,4196.0,71.0,0.917,1.088,818,620.3,0.569,0
822056583,Blue,6,40.0,5,3,Graduate,Single,F,$40K - $60K,44,4,1572.0,4996.0,80.0,0.9470000000000001,0.7390000000000001,874,698.0,0.556,0
716329383,Blue,4,36.0,2,3,Graduate,Single,F,Less than $40K,46,3,3138.0,4724.0,56.0,1.002,0.8059999999999999,986,2152.0,0.314,1
719838558,Blue,1,35.0,1,1,,Single,M,$60K - $80K,46,2,5131.0,7432.0,92.0,0.75,0.5589999999999999,1484,3647.0,0.289,0
713305233,Blue,5,46.0,5,2,Graduate,Single,M,$80K - $120K,55,2,4994.0,4802.0,81.0,0.7170000000000001,0.7609999999999999,0,4994.0,0.0,0
715222533,Blue,5,36.0,3,3,Graduate,Married,F,Less than $40K,52,3,2566.0,2340.0,36.0,0.5539999999999999,0.5,1079,1487.0,0.42,1
789513858,Blue,2,35.0,2,3,Unknown,Married,M,$40K - $60K,43,3,1438.3,891.0,28.0,0.6940000000000001,0.4,0,1438.3,0.0,1
709887483,Blue,3,45.0,1,3,Uneducated,Divorced,M,$40K - $60K,56,2,6331.0,3527.0,69.0,0.529,0.43799999999999994,1420,4911.0,0.22399999999999998,0
714058308,Blue,5,36.0,3,4,Uneducated,Single,F,Less than $40K,43,5,2689.0,1941.0,53.0,0.365,0.6559999999999999,2384,305.0,0.887,1
718689258,Blue,5,29.0,2,3,Doctorate,Married,F,$40K - $60K,39,2,1693.0,4203.0,87.0,0.778,0.851,1101,592.0,0.65,0
716302383,Blue,3,36.0,1,3,Uneducated,Married,F,$40K - $60K,47,4,14241.0,1581.0,44.0,0.909,0.833,2081,12160.0,0.146,0
764496708,Blue,2,47.0,3,3,High School,Married,F,Unknown,54,2,1997.0,4961.0,82.0,0.825,0.7829999999999999,0,1997.0,0.0,0
709980783,Blue,4,36.0,3,0,High School,Divorced,F,Less than $40K,51,3,3961.0,4066.0,63.0,0.7829999999999999,0.8,1729,2232.0,0.43700000000000006,0
712669983,Blue,5,30.0,3,3,Graduate,Single,M,$80K - $120K,39,3,10009.0,4347.0,75.0,0.449,0.7859999999999999,1604,8405.0,0.16,0
720250158,Blue,6,33.0,3,0,College,Single,M,$60K - $80K,45,2,23218.0,1749.0,37.0,1.178,2.083,1814,21404.0,0.078,0
720252858,Blue,6,36.0,3,2,College,Single,M,$60K - $80K,57,3,10350.0,3396.0,63.0,0.826,0.8,0,10350.0,0.0,0
820648608,Blue,3,41.0,1,3,Post-Graduate,Married,F,Less than $40K,46,2,2552.0,4153.0,79.0,0.888,0.795,1879,673.0,0.736,0
779241783,Blue,4,49.0,3,2,Uneducated,Married,M,$40K - $60K,67,1,3106.0,1512.0,38.0,0.7809999999999999,0.40700000000000003,1675,1431.0,0.539,0
712071708,Blue,6,36.0,3,4,Graduate,Married,F,Less than $40K,63,0,2107.0,1320.0,35.0,0.521,0.522,1351,756.0,0.6409999999999999,0
719385558,Blue,6,49.0,1,2,College,Married,F,$40K - $60K,62,0,1438.3,1281.0,32.0,0.757,1.0,0,1438.3,0.0,0
805534608,Blue,4,49.0,3,3,College,Single,F,$40K - $60K,54,2,8769.0,3817.0,60.0,0.47700000000000004,0.818,1314,7455.0,0.15,0
713131158,Blue,1,46.0,3,1,Uneducated,Single,M,$80K - $120K,58,2,10286.0,8199.0,59.0,0.9079999999999999,0.903,0,10286.0,0.0,1
717007458,Blue,4,38.0,3,3,Graduate,Married,M,$40K - $60K,46,2,2457.0,3256.0,71.0,0.982,0.919,1051,1406.0,0.428,0
719483358,Blue,3,14.0,2,2,College,Married,,$40K - $60K,33,1,6746.0,2962.0,54.0,0.9620000000000001,0.862,1750,4996.0,0.259,0
780378633,Blue,4,33.0,3,4,College,Unknown,M,$60K - $80K,43,3,9382.0,3412.0,71.0,0.48200000000000004,0.821,1455,7927.0,0.155,0
709098108,Blue,4,35.0,2,2,Graduate,Married,F,Unknown,45,4,2705.0,4749.0,80.0,0.736,0.778,0,2705.0,0.0,0
713124558,Blue,6,34.0,1,4,Graduate,Married,F,Unknown,43,2,7210.0,4249.0,75.0,0.733,0.5,782,6428.0,0.10800000000000001,0
778905033,Blue,3,26.0,5,2,Graduate,Divorced,F,Less than $40K,45,5,1438.3,3889.0,60.0,0.638,0.818,1226,212.3,0.852,0
708837858,Blue,5,34.0,2,2,Doctorate,Unknown,F,Less than $40K,44,4,2718.0,4423.0,68.0,0.679,0.619,1718,1000.0,0.632,0
813964383,Blue,3,30.0,1,3,Graduate,Single,M,$40K - $60K,35,3,8969.0,2568.0,59.0,0.84,0.735,1226,7743.0,0.13699999999999998,0
811604133,Blue,3,36.0,3,2,Unknown,Single,F,Less than $40K,47,4,2492.0,1126.0,23.0,0.573,0.353,1560,932.0,0.626,0
721443408,Blue,6,33.0,2,3,Uneducated,Single,M,$120K +,46,2,34516.0,3508.0,58.0,0.8140000000000001,0.871,676,33840.0,0.02,0
779279883,Blue,3,42.0,3,2,High School,Married,F,Less than $40K,60,2,1438.3,1628.0,42.0,0.061,0.077,0,1438.3,0.0,1
714136233,Blue,5,38.0,2,3,Graduate,Married,M,$120K +,53,4,34516.0,8417.0,72.0,0.8540000000000001,0.7140000000000001,0,34516.0,0.0,1
718200333,Blue,3,41.0,3,0,Uneducated,Single,F,Less than $40K,47,3,2894.0,7471.0,87.0,0.79,0.6729999999999999,2117,777.0,0.732,0
719398158,Blue,6,39.0,1,3,Unknown,Unknown,M,$80K - $120K,51,2,9854.0,3912.0,76.0,0.9209999999999999,0.9490000000000001,1886,7968.0,0.191,0
